sample_id,class_name,method_name,code_sample,label
83096,BrokerSinksExtensionModuleExport,pipelineElements,"class BrokerSinksExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new JmsPublisherSink(),
            new RestSink(),
            new BufferRestPublisherSink(),
            new RabbitMqPublisherSink(),
            new WebsocketServerSink()
        );
      }
}

class List {
    public void of() {}
}",0
83097,BrokerSinksExtensionModuleExport,migrators,"class BrokerSinksExtensionModuleExport {
      public List<IModelMigrator<?, ?>> migrators() {
        return List.of(
            new RestSinkMigrationV1()
        );
      }
}

class List {
    public void of() {}
}",0
83098,Md5HashAlgorithm,toHashValue,"class Md5HashAlgorithm {
      public String toHashValue(Object value) {
        return DigestUtils.md5Hex(String.valueOf(value));
      }
}

class DigestUtils {
        public static String md5Hex(final String data) {
            return Hex.encodeHexString(md5(data));
        }
}",1
83099,Sha1HashAlgorithm,toHashValue,"class Sha1HashAlgorithm {
      public String toHashValue(Object value) {
        return DigestUtils.shaHex(String.valueOf(value));
      }
}

class DigestUtils {
        public static String shaHex(final String data) {
            return sha1Hex(data);
        }
}",1
83100,Sha2HashAlgorithm,toHashValue,"class Sha2HashAlgorithm {
      public String toHashValue(Object value) {
        return DigestUtils.sha256Hex(String.valueOf(value));
      }
}

class DigestUtils {
        public static String sha256Hex(final String data) {
            return Hex.encodeHexString(sha256(data));
        }
}",1
83101,TextMiningExtensionModuleExport,pipelineElements,"class TextMiningExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new TokenizerProcessor(),
            new PartOfSpeechProcessor(),
            new ChunkerProcessor(),
            new NameFinderProcessor(),
            new SentenceDetectionProcessor()
        );
      }
}

class List {
    public void of() {}
}",0
83102,LlmExtensionModuleExport,pipelineElements,"class LlmExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(new MultiModelPromptProcessor());
      }
}

class List {
    public void of() {}
}",0
83103,ImageProcessingExtensionModuleExport,pipelineElements,"class ImageProcessingExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new ImageEnrichmentProcessor(),
            new ImageCropperProcessor(),
            new QrCodeReaderProcessor(),
            new GenericImageClassificationProcessor()
        );
      }
}

class List {
    public void of() {}
}",0
83104,ImageProcessingExtensionModuleExport,migrators,"class ImageProcessingExtensionModuleExport {
      public List<IModelMigrator<?, ?>> migrators() {
        return List.of(
            new ImageEnrichmentProcessorMigrationv1()
        );
      }
}

class List {
    public void of() {}
}",0
83105,KDTree,findNearest,"class KDTree {
      private KDNode<T> findNearest(KDNode<T> currentNode, T search, int depth) {
        int direction = search.getComparator(depth % 3).compare(search, currentNode.location);
        KDNode<T> next = (direction < 0) ? currentNode.left : currentNode.right;
        KDNode<T> other = (direction < 0) ? currentNode.right : currentNode.left;
        KDNode<T> best = (next == null) ? currentNode : findNearest(next, search, depth + 1);
        if (currentNode.location.squaredDistance(search) < best.location.squaredDistance(search)) {
          best = currentNode;
        }
        if (other != null) {
          if (currentNode.location.axisSquaredDistance(search, depth % 3) < best.location.squaredDistance(search)) {
            KDNode<T> possibleBest = findNearest(other, search, depth + 1);
            if (possibleBest.location.squaredDistance(search) < best.location.squaredDistance(search)) {
              best = possibleBest;
            }
          }
        }
        return best;
      }
}

class Search {
    public void getComparator() {}
}",1
83106,KDTree,createKDTree,"class KDTree {
      private KDNode<T> createKDTree(List<T> items, int depth) {
        if (items.isEmpty()) {
          return null;
        }
        Collections.sort(items, items.get(0).getComparator(depth % 3));
        int currentIndex = items.size() / 2;
        return new KDNode<T>(createKDTree(new ArrayList<T>(items.subList(0, currentIndex)), depth + 1),
            createKDTree(new ArrayList<T>(items.subList(currentIndex + 1, items.size())), depth + 1),
            items.get(currentIndex));
      }
}

class Items {
    public void subList() {}
    public void size() {}
    public void get() {}
    public void isEmpty() {}
}",0
83107,SiddhiFilterExtensionModuleExport,pipelineElements,"class SiddhiFilterExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new TrendProcessor(),
            new NumericalFilterSiddhiProcessor(),
            new ListFilter(),
            new ListCollector(),
            new CountAggregation(),
            new TopK()
        );
      }
}

class List {
    public void of() {}
}",0
83108,FilterExtensionModuleExport,pipelineElements,"class FilterExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new BooleanFilterProcessor(),
            new TextFilterProcessor(),
            new NumericalFilterProcessor(),
            new ThresholdDetectionProcessor(),
            new ThroughputMonitorProcessor(),
            new ProjectionProcessor(),
            new MergeByEnrichProcessor(),
            new MergeByTimeProcessor(),
            new MergeBySchemaProcessor(),
            new ComposeProcessor(),
            new NumericalTextFilterProcessor(),
            new RateLimitProcessor(),
            new MovingAverageProcessor(),
            new SwingingDoorTrendingFilterProcessor()
        );
      }
}

class List {
    public void of() {}
}",1
83109,StreamBuffer,add,"class StreamBuffer {
        public void add(Event event) {
            buffer.add(event);
        }
}

class Buffer {
    public void add() {}
}",1
83110,StreamBuffer,removeOldEvents,"class StreamBuffer {
        public void removeOldEvents(long timestamp) {
            Iterator itr = this.buffer.iterator();
            while (itr.hasNext())
            {
                Event e = (Event) itr.next();
                if (e.getFieldBySelector(timestampProperty).getAsPrimitive().getAsLong() <= timestamp)
                    itr.remove();
            }
        }
}

class Itr {
    public void next() {}
    public void hasNext() {}
    public void remove() {}
}

class e {
    public void getFieldBySelector() {}
}",0
83111,SwingingDoorTrendingFilter,forward,"class SwingingDoorTrendingFilter {
      public void forward(SpOutputCollector collector) {
        collector.collect(lastStoredEvent);
      }
}

class Collector {
      void collect(T elem);
}",1
83112,ProcessJob,execute,"class ProcessJob {
        public void execute(JobExecutionContext context) {
            JobDataMap dataMap = context.getJobDetail().getJobDataMap();
            Window window = (Window) dataMap.get(SchedulerUtil.WINDOW_KEY);
            window.onTrigger();
        }
}

class Context {
    public void getJobDetail() {}
}

class Datamap {
    public void get() {}
}",1
83113,EnricherExtensionModuleExport,pipelineElements,"class EnricherExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new JSEvalProcessor(),
            new QualityControlLimitsEnrichmentProcessor(),
            new SensorLimitAlertProcessor(),
            new MathOpProcessor(),
            new StaticMathOpProcessor(),
            new TrigonometryProcessor(),
            new ValueChangeProcessor(),
            new MathExpressionProcessor()
        );
      }
}

class List {
    public void of() {}
}",0
83114,JexlEvaluator,evaluate,"class JexlEvaluator {
      public void evaluate(MapContext context,
                           Event event) {
        event.addField(jexlDescription.getFieldName(), script.execute(context));
      }
}

class Event {
    public void addField() {}
}

class Script {
    public void execute() {}
}",1
83115,ChangeDetectionExtensionModuleExport,pipelineElements,"class ChangeDetectionExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new WelfordChangeDetection()
        );
      }
}

class List {
    public void of() {}
}",0
